#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
18,Electrical equipment,C,From 0 to 9 persons employed,0.0004989777216290103,0.054724304078036946,1.0,0,9,20243.631450788213,101.5710290292519,101.5710290292519,914.139261263267,0.15,38751.63305806474
18,Electrical equipment,C,From 10 to 19 persons employed,3.39872102032951e-05,0.054724304078036946,1.0,10,19,1378.8682892490353,101.5710290292519,1015.710290292519,1929.849551555786,0.15,38751.63305806474
18,Electrical equipment,C,From 20 to 49 persons employed,2.22999301514381e-05,0.054724304078036946,1.0,20,49,904.7128715291057,101.5710290292519,2031.420580585038,4976.980422433343,0.15,38751.63305806474
18,Electrical equipment,C,From 50 to 249 persons employed,1.412177983386353e-05,0.054724304078036946,1.0,50,249,572.9235875553884,101.5710290292519,5078.551451462596,25291.186228283725,0.15,38751.63305806474
18,Electrical equipment,C,250 persons employed or more,2.7221296153091667e-06,0.054724304078036946,1.0,250,1850,110.43737286244172,101.5710290292519,25392.757257312973,187906.403704116,0.15,38751.63305806474
18,Electrical equipment,I,From 0 to 9 persons employed,0.0004674161900773043,0.054724304078036946,1.0,0,9,18963.17345625234,101.5710290292519,101.5710290292519,914.139261263267,0.15,38751.63305806474
18,Electrical equipment,I,From 10 to 19 persons employed,3.183743805778976e-05,0.054724304078036946,1.0,10,19,1291.6515797039608,101.5710290292519,1015.710290292519,1929.849551555786,0.15,38751.63305806474
18,Electrical equipment,I,From 20 to 49 persons employed,2.0889406357354276e-05,0.054724304078036946,1.0,20,49,847.4876235826043,101.5710290292519,2031.420580585038,4976.980422433343,0.15,38751.63305806474
18,Electrical equipment,I,From 50 to 249 persons employed,1.3228543562036327e-05,0.054724304078036946,1.0,50,249,536.6848035345054,101.5710290292519,5078.551451462596,25291.186228283725,0.15,38751.63305806474
18,Electrical equipment,I,250 persons employed or more,2.5499484216059116e-06,0.054724304078036946,1.0,250,1850,103.4519455036688,101.5710290292519,25392.757257312973,187906.403704116,0.15,38751.63305806474
18,Electrical equipment,Int,From 0 to 9 persons employed,0.002169749673581815,0.054724304078036946,1.0,0,9,88027.20207439535,101.5710290292519,101.5710290292519,914.139261263267,0.15,38751.63305806474
18,Electrical equipment,Int,From 10 to 19 persons employed,0.0001477896407955955,0.054724304078036946,1.0,10,19,5995.8569106915165,101.5710290292519,1015.710290292519,1929.849551555786,0.15,38751.63305806474
18,Electrical equipment,Int,From 20 to 49 persons employed,9.696879052839659e-05,0.054724304078036946,1.0,20,49,3934.044292151851,101.5710290292519,2031.420580585038,4976.980422433343,0.15,38751.63305806474
18,Electrical equipment,Int,From 50 to 249 persons employed,6.14070044748431e-05,0.054724304078036946,1.0,50,249,2491.2951284223286,101.5710290292519,5078.551451462596,25291.186228283725,0.15,38751.63305806474
18,Electrical equipment,Int,250 persons employed or more,1.1836880863101573e-05,0.054724304078036946,1.0,250,1850,480.22475419789293,101.5710290292519,25392.757257312973,187906.403704116,0.15,38751.63305806474
19,Machinery and equipment n.e.c.,C,From 0 to 9 persons employed,0.00012613974524327553,0.12512411703268533,1.0,0,9,5117.516080005935,100.86440404934137,100.86440404934137,907.7796364440724,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,C,From 10 to 19 persons employed,8.591842582825339e-06,0.12512411703268533,1.0,10,19,348.572866464009,100.86440404934137,1008.6440404934136,1916.423676937486,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,C,From 20 to 49 persons employed,5.637340879793099e-06,0.12512411703268533,1.0,20,49,228.70810897213167,100.86440404934137,2017.2880809868273,4942.355798417727,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,C,From 50 to 249 persons employed,3.5699343546034714e-06,0.12512411703268533,1.0,50,249,144.83299002241165,100.86440404934137,5043.220202467069,25115.236608286003,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,C,250 persons employed or more,6.881444227074499e-07,0.12512411703268533,1.0,250,1850,27.918164427714434,100.86440404934137,25216.10101233534,186599.14749128153,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,I,From 0 to 9 persons employed,0.0032329036352505836,0.12512411703268533,1.0,0,9,131159.58262478322,100.86440404934137,100.86440404934137,907.7796364440724,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,I,From 10 to 19 persons employed,0.0002202049723974495,0.12512411703268533,1.0,10,19,8933.762193413702,100.86440404934137,1008.6440404934136,1916.423676937486,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,I,From 20 to 49 persons employed,0.0001444824530783758,0.12512411703268533,1.0,20,49,5861.683607187306,100.86440404934137,2017.2880809868273,4942.355798417727,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,I,From 50 to 249 persons employed,9.149577502590342e-05,0.12512411703268533,1.0,50,249,3712.002898409432,100.86440404934137,5043.220202467069,25115.236608286003,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,I,250 persons employed or more,1.7636824947265598e-05,0.12512411703268533,1.0,250,1850,715.5297094806292,100.86440404934137,25216.10101233534,186599.14749128153,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,Int,From 0 to 9 persons employed,0.00381157676000759,0.12512411703268533,1.0,0,9,154636.4733962043,100.86440404934137,100.86440404934137,907.7796364440724,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,Int,From 10 to 19 persons employed,0.00025962053000171614,0.12512411703268533,1.0,10,19,10532.859682101454,100.86440404934137,1008.6440404934136,1916.423676937486,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,Int,From 20 to 49 persons employed,0.00017034406914505473,0.12512411703268533,1.0,20,49,6910.89482781346,100.86440404934137,2017.2880809868273,4942.355798417727,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,Int,From 50 to 249 persons employed,0.00010787304821740692,0.12512411703268533,1.0,50,249,4376.432327393372,100.86440404934137,5043.220202467069,25115.236608286003,0.15,38482.039728225885
19,Machinery and equipment n.e.c.,Int,250 persons employed or more,2.0793725911384634e-05,0.12512411703268533,1.0,250,1850,843.605847701042,100.86440404934137,25216.10101233534,186599.14749128153,0.15,38482.039728225885
20,"Motor vehicles, trailers and semi-trailers",C,From 0 to 9 persons employed,0.0017701597954237764,0.10112097136086018,1.0,0,9,71815.75640405944,163.1957689422241,163.1957689422241,1468.761920480017,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",C,From 10 to 19 persons employed,0.00012057210262629873,0.10112097136086018,1.0,10,19,4891.635644262594,163.1957689422241,1631.9576894222412,3100.719609902258,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",C,From 20 to 49 persons employed,7.911062575291367e-05,0.10112097136086018,1.0,20,49,3209.5347791377417,163.1957689422241,3263.9153788444823,7996.592678168982,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",C,From 50 to 249 persons employed,5.009804209318455e-05,0.10112097136086018,1.0,50,249,2032.4881384073788,163.1957689422241,8159.788447111206,40635.746466613804,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",C,250 persons employed or more,9.656952994256741e-06,0.10112097136086018,1.0,250,1850,391.78462059407775,163.1957689422241,40798.942235556024,301912.17254311463,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",I,From 0 to 9 persons employed,0.0013429090853622203,0.10112097136086018,1.0,0,9,54482.10494696229,163.1957689422241,163.1957689422241,1468.761920480017,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",I,From 10 to 19 persons employed,9.147048332962481e-05,0.10112097136086018,1.0,10,19,3710.976808954861,163.1957689422241,1631.9576894222412,3100.719609902258,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",I,From 20 to 49 persons employed,6.001626426434837e-05,0.10112097136086018,1.0,20,49,2434.872504636373,163.1957689422241,3263.9153788444823,7996.592678168982,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",I,From 50 to 249 persons employed,3.800623879252117e-05,0.10112097136086018,1.0,50,249,1541.9211271289691,163.1957689422241,8159.788447111206,40635.746466613804,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",I,250 persons employed or more,7.326123859794611e-06,0.10112097136086018,1.0,250,1850,297.2223908040018,163.1957689422241,40798.942235556024,301912.17254311463,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",Int,From 0 to 9 persons employed,0.002681977598365909,0.10112097136086018,1.0,0,9,108808.39706297817,163.1957689422241,163.1957689422241,1468.761920480017,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",Int,From 10 to 19 persons employed,0.00018267937113225044,0.10112097136086018,1.0,10,19,7411.340632182709,163.1957689422241,1631.9576894222412,3100.719609902258,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",Int,From 20 to 49 persons employed,0.00011986088861047113,0.10112097136086018,1.0,20,49,4862.781541574311,163.1957689422241,3263.9153788444823,7996.592678168982,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",Int,From 50 to 249 persons employed,7.590378392011047e-05,0.10112097136086018,1.0,50,249,3079.432529337289,163.1957689422241,8159.788447111206,40635.746466613804,0.15,37383.43388793238
20,"Motor vehicles, trailers and semi-trailers",Int,250 persons employed or more,1.4631295810708869e-05,0.10112097136086018,1.0,250,1850,593.5947582438748,163.1957689422241,40798.942235556024,301912.17254311463,0.15,37383.43388793238
21,Other transport equipment,C,From 0 to 9 persons employed,0.00018076189969036888,0.02718937898894872,1.0,0,9,7333.5484111991,138.29404809056982,138.29404809056982,1244.6464328151283,0.15,31679.169364486712
21,Other transport equipment,C,From 10 to 19 persons employed,1.2312358678993829e-05,0.02718937898894872,1.0,10,19,499.5149895144609,138.29404809056982,1382.9404809056982,2627.5869137208265,0.15,31679.169364486712
21,Other transport equipment,C,From 20 to 49 persons employed,8.078472369420766e-06,0.02718937898894872,1.0,20,49,327.7453285850704,138.29404809056982,2765.8809618113964,6776.408356437922,0.15,31679.169364486712
21,Other transport equipment,C,From 50 to 249 persons employed,5.1158190819513775e-06,0.02718937898894872,1.0,50,249,207.5498595925937,138.29404809056982,6914.702404528491,34435.21797455189,0.15,31679.169364486712
21,Other transport equipment,C,250 persons employed or more,9.861308413936413e-07,0.02718937898894872,1.0,250,1850,40.007536308947564,138.29404809056982,34573.512022642455,255843.98896755418,0.15,31679.169364486712
21,Other transport equipment,I,From 0 to 9 persons employed,0.0007402334464356096,0.02718937898894872,1.0,0,9,30031.42711114988,138.29404809056982,138.29404809056982,1244.6464328151283,0.15,31679.169364486712
21,Other transport equipment,I,From 10 to 19 persons employed,5.042002609130907e-05,0.02718937898894872,1.0,10,19,2045.551097149914,138.29404809056982,1382.9404809056982,2627.5869137208265,0.15,31679.169364486712
21,Other transport equipment,I,From 20 to 49 persons employed,3.308194621872408e-05,0.02718937898894872,1.0,20,49,1342.141538384288,138.29404809056982,2765.8809618113964,6776.408356437922,0.15,31679.169364486712
21,Other transport equipment,I,From 50 to 249 persons employed,2.0949660281622352e-05,0.02718937898894872,1.0,50,249,849.9321380037383,138.29404809056982,6914.702404528491,34435.21797455189,0.15,31679.169364486712
21,Other transport equipment,I,250 persons employed or more,4.0382792646660585e-06,0.02718937898894872,1.0,250,1850,163.83384184442684,138.29404809056982,34573.512022642455,255843.98896755418,0.15,31679.169364486712
21,Other transport equipment,Int,From 0 to 9 persons employed,0.0006371751585654016,0.02718937898894872,1.0,0,9,25850.330626956802,138.29404809056982,138.29404809056982,1244.6464328151283,0.15,31679.169364486712
21,Other transport equipment,Int,From 10 to 19 persons employed,4.340034657214872e-05,0.02718937898894872,1.0,10,19,1760.7612179052003,138.29404809056982,1382.9404809056982,2627.5869137208265,0.15,31679.169364486712
21,Other transport equipment,Int,From 20 to 49 persons employed,2.8476144152993483e-05,0.02718937898894872,1.0,20,49,1155.2831767533619,138.29404809056982,2765.8809618113964,6776.408356437922,0.15,31679.169364486712
21,Other transport equipment,Int,From 50 to 249 persons employed,1.803296402791652e-05,0.02718937898894872,1.0,50,249,731.601155567983,138.29404809056982,6914.702404528491,34435.21797455189,0.15,31679.169364486712
21,Other transport equipment,Int,250 persons employed or more,3.476053727624686e-06,0.02718937898894872,1.0,250,1850,141.02423317707004,138.29404809056982,34573.512022642455,255843.98896755418,0.15,31679.169364486712
22,Furniture and other manufactured goods,C,From 0 to 9 persons employed,0.001189830988467812,0.04658677974573148,1.0,0,9,48271.6942564777,80.89700901210209,80.89700901210209,728.0730811089188,0.15,50043.35635342841
22,Furniture and other manufactured goods,C,From 10 to 19 persons employed,8.104377041008724e-05,0.04658677974573148,1.0,10,19,3287.962865772796,80.89700901210209,808.9700901210209,1537.0431712299396,0.15,50043.35635342841
22,Furniture and other manufactured goods,C,From 20 to 49 persons employed,5.3175015205540865e-05,0.04658677974573148,1.0,20,49,2157.3215868170014,80.89700901210209,1617.9401802420418,3963.9534415930025,0.15,50043.35635342841
22,Furniture and other manufactured goods,C,From 50 to 249 persons employed,3.367391073853059e-05,0.04658677974573148,1.0,50,249,1366.157663857352,80.89700901210209,4044.8504506051045,20143.35524401342,0.15,50043.35635342841
22,Furniture and other manufactured goods,C,250 persons employed or more,6.4910195997265635e-06,0.04658677974573148,1.0,250,1850,263.3420347660422,80.89700901210209,20224.252253025523,149659.46667238887,0.15,50043.35635342841
22,Furniture and other manufactured goods,I,From 0 to 9 persons employed,0.0005349606677917168,0.04658677974573148,1.0,0,9,21703.467169010855,80.89700901210209,80.89700901210209,728.0730811089188,0.15,50043.35635342841
22,Furniture and other manufactured goods,I,From 10 to 19 persons employed,3.643814118068056e-05,0.04658677974573148,1.0,10,19,1478.3030761479995,80.89700901210209,808.9700901210209,1537.0431712299396,0.15,50043.35635342841
22,Furniture and other manufactured goods,I,From 20 to 49 persons employed,2.3908052420808493e-05,0.04658677974573148,1.0,20,49,969.9547313112614,80.89700901210209,1617.9401802420418,3963.9534415930025,0.15,50043.35635342841
22,Furniture and other manufactured goods,I,From 50 to 249 persons employed,1.5140148433216167e-05,0.04658677974573148,1.0,50,249,614.2390165068992,80.89700901210209,4044.8504506051045,20143.35524401342,0.15,50043.35635342841
22,Furniture and other manufactured goods,I,250 persons employed or more,2.9184314523446984e-06,0.04658677974573148,1.0,250,1850,118.40137981066086,80.89700901210209,20224.252253025523,149659.46667238887,0.15,50043.35635342841
22,Furniture and other manufactured goods,Int,From 0 to 9 persons employed,0.0009450062136314036,0.04658677974573148,1.0,0,9,38339.101483337115,80.89700901210209,80.89700901210209,728.0730811089188,0.15,50043.35635342841
22,Furniture and other manufactured goods,Int,From 10 to 19 persons employed,6.436785338081752e-05,0.04658677974573148,1.0,10,19,2611.4173932768304,80.89700901210209,808.9700901210209,1537.0431712299396,0.15,50043.35635342841
22,Furniture and other manufactured goods,Int,From 20 to 49 persons employed,4.223349388797659e-05,0.04658677974573148,1.0,20,49,1713.4217583024206,80.89700901210209,1617.9401802420418,3963.9534415930025,0.15,50043.35635342841
22,Furniture and other manufactured goods,Int,From 50 to 249 persons employed,2.674502109426403e-05,0.04658677974573148,1.0,50,249,1085.0511489937426,80.89700901210209,4044.8504506051045,20143.35524401342,0.15,50043.35635342841
22,Furniture and other manufactured goods,Int,250 persons employed or more,5.155399307967151e-06,0.04658677974573148,1.0,250,1850,209.15563771348127,80.89700901210209,20224.252253025523,149659.46667238887,0.15,50043.35635342841
23,Repair and installation services of machinery and equipment,C,From 0 to 9 persons employed,2.2402888132803185e-05,0.045973482487126634,1.0,0,9,908.8898985572213,64.05532689874664,64.05532689874664,576.4979420887199,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,C,From 10 to 19 persons employed,1.5259432137465175e-06,0.045973482487126634,1.0,10,19,61.907838155714316,64.05532689874664,640.5532689874665,1217.0512110761863,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,C,From 20 to 49 persons employed,1.0012127173153276e-06,0.045973482487126634,1.0,20,49,40.6194111973662,64.05532689874664,1281.106537974933,3138.7110180385857,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,C,From 50 to 249 persons employed,6.340336254317595e-07,0.045973482487126634,1.0,50,249,25.722877964861446,64.05532689874664,3202.7663449373326,15949.776397787915,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,C,250 persons employed or more,1.2221701012155224e-07,0.045973482487126634,1.0,250,1850,4.95836988842051,64.05532689874664,16013.831724686663,118502.3547626813,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,I,From 0 to 9 persons employed,0.0007757948698767555,0.045973482487126634,1.0,0,9,31474.161563617516,64.05532689874664,64.05532689874664,576.4979420887199,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,I,From 10 to 19 persons employed,5.2842245603789076e-05,0.045973482487126634,1.0,10,19,2143.8210538595454,64.05532689874664,640.5532689874665,1217.0512110761863,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,I,From 20 to 49 persons employed,3.467123011748073e-05,0.045973482487126634,1.0,20,49,1406.619121495748,64.05532689874664,1281.106537974933,3138.7110180385857,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,I,From 50 to 249 persons employed,2.195609918790289e-05,0.045973482487126634,1.0,50,249,890.7635767901489,64.05532689874664,3202.7663449373326,15949.776397787915,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,I,250 persons employed or more,4.232281521110817e-06,0.045973482487126634,1.0,250,1850,171.70455432286678,64.05532689874664,16013.831724686663,118502.3547626813,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,Int,From 0 to 9 persons employed,0.001836453237090502,0.045973482487126634,1.0,0,9,74505.2953203947,64.05532689874664,64.05532689874664,576.4979420887199,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,Int,From 10 to 19 persons employed,0.0001250875930767964,0.045973482487126634,1.0,10,19,5074.830044607769,64.05532689874664,640.5532689874665,1217.0512110761863,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,Int,From 20 to 49 persons employed,8.207336147153471e-05,0.045973482487126634,1.0,20,49,3329.7335923794335,64.05532689874664,1281.106537974933,3138.7110180385857,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,Int,From 50 to 249 persons employed,5.197424086332247e-05,0.045973482487126634,1.0,50,249,2108.605918389815,64.05532689874664,3202.7663449373326,15949.776397787915,0.15,39624.99466265535
23,Repair and installation services of machinery and equipment,Int,250 persons employed or more,1.0018611106511973e-05,0.045973482487126634,1.0,250,1850,406.4571665181342,64.05532689874664,16013.831724686663,118502.3547626813,0.15,39624.99466265535
24,"Electricity, gas, steam and air conditioning",C,From 0 to 9 persons employed,0.000734502804434249,1.0,2.0,0,9,29798.933755989216,1001.8168741777404,1001.8168741777404,9016.351867599662,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",C,From 10 to 19 persons employed,1.2067724668702927e-05,1.0,2.0,10,19,489.59013609918287,1001.8168741777404,10018.168741777403,19034.52060937707,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",C,From 20 to 49 persons employed,9.856886247380006e-06,1.0,2.0,20,49,399.89595485920506,1001.8168741777404,20036.337483554806,49089.02683470928,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",C,From 50 to 249 persons employed,8.51713997961372e-06,1.0,2.0,50,249,345.54216608946433,1001.8168741777404,50090.84370888702,249452.40167025736,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",C,250 persons employed or more,5.220140285376977e-06,1.0,2.0,250,1850,211.78219282734418,1001.8168741777404,250454.21854443508,1853361.2172288196,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",I,From 0 to 9 persons employed,7.212888688855879e-07,1.0,2.0,0,9,29.262841602639636,1001.8168741777404,1001.8168741777404,9016.351867599662,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",I,From 10 to 19 persons employed,1.1850622521470073e-08,1.0,2.0,10,19,0.4807822561773929,1001.8168741777404,10018.168741777403,19034.52060937707,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",I,From 20 to 49 persons employed,9.679557775933684e-09,1.0,2.0,20,49,0.39270170135632027,1001.8168741777404,20036.337483554806,49089.02683470928,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",I,From 50 to 249 persons employed,8.363913963225359e-09,1.0,2.0,50,249,0.33932575427389905,1001.8168741777404,50090.84370888702,249452.40167025736,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",I,250 persons employed or more,5.126228326335417e-09,1.0,2.0,250,1850,0.20797216483360473,1001.8168741777404,250454.21854443508,1853361.2172288196,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",Int,From 0 to 9 persons employed,0.0022266627699424127,1.0,2.0,0,9,90336.17840240814,1001.8168741777404,1001.8168741777404,9016.351867599662,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",Int,From 10 to 19 persons employed,3.658359515511129e-05,1.0,2.0,10,19,1484.2041745814427,1001.8168741777404,10018.168741777403,19034.52060937707,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",Int,From 20 to 49 persons employed,2.9881385751146128e-05,1.0,2.0,20,49,1212.2941248963918,1001.8168741777404,20036.337483554806,49089.02683470928,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",Int,From 50 to 249 persons employed,2.5819912986719762e-05,1.0,2.0,50,249,1047.519317872861,1001.8168741777404,50090.84370888702,249452.40167025736,0.15,88490.52500813566
24,"Electricity, gas, steam and air conditioning",Int,250 persons employed or more,1.5824979778366505e-05,1.0,2.0,250,1850,642.0227686790623,1001.8168741777404,250454.21854443508,1853361.2172288196,0.15,88490.52500813566
25,Natural water; water treatment and supply services,C,From 0 to 9 persons employed,0.00019166970308910367,0.20467371416954666,3.0,0,9,7776.080296632288,675.8730632823232,675.8730632823232,6082.857569540908,0.15,72352.38059058935
25,Natural water; water treatment and supply services,C,From 10 to 19 persons employed,1.3612451864509392e-05,0.20467371416954666,3.0,10,19,552.2600443704895,675.8730632823232,6758.730632823232,12841.58820236414,0.15,72352.38059058935
25,Natural water; water treatment and supply services,C,From 20 to 49 persons employed,1.1367186107883978e-05,0.20467371416954666,3.0,20,49,461.16913887312177,675.8730632823232,13517.461265646463,33117.780100833836,0.15,72352.38059058935
25,Natural water; water treatment and supply services,C,From 50 to 249 persons employed,8.570643560694708e-06,0.20467371416954666,3.0,50,249,347.7128176631756,675.8730632823232,33793.65316411616,168292.39275729845,0.15,72352.38059058935
25,Natural water; water treatment and supply services,C,250 persons employed or more,0.0,0.20467371416954666,3.0,250,1850,0.0,675.8730632823232,168968.26582058077,1250365.1670722978,0.15,72352.38059058935
25,Natural water; water treatment and supply services,I,From 0 to 9 persons employed,6.981266146575623e-08,0.20467371416954666,3.0,0,9,2.8323144061372996,675.8730632823232,675.8730632823232,6082.857569540908,0.15,72352.38059058935
25,Natural water; water treatment and supply services,I,From 10 to 19 persons employed,4.958120550195194e-09,0.20467371416954666,3.0,10,19,0.2011519968848551,675.8730632823232,6758.730632823232,12841.58820236414,0.15,72352.38059058935
25,Natural water; water treatment and supply services,I,From 20 to 49 persons employed,4.1403179677230144e-09,0.20467371416954666,3.0,20,49,0.1679735735576139,675.8730632823232,13517.461265646463,33117.780100833836,0.15,72352.38059058935
25,Natural water; water treatment and supply services,I,From 50 to 249 persons employed,3.1217215230321836e-09,0.20467371416954666,3.0,50,249,0.12664890087265704,675.8730632823232,33793.65316411616,168292.39275729845,0.15,72352.38059058935
25,Natural water; water treatment and supply services,I,250 persons employed or more,0.0,0.20467371416954666,3.0,250,1850,0.0,675.8730632823232,168968.26582058077,1250365.1670722978,0.15,72352.38059058935
25,Natural water; water treatment and supply services,Int,From 0 to 9 persons employed,0.00023077304061004536,0.20467371416954666,3.0,0,9,9362.51095066111,675.8730632823232,675.8730632823232,6082.857569540908,0.15,72352.38059058935
25,Natural water; water treatment and supply services,Int,From 10 to 19 persons employed,1.6389585084661718e-05,0.20467371416954666,3.0,10,19,664.9289250871788,675.8730632823232,6758.730632823232,12841.58820236414,0.15,72352.38059058935
25,Natural water; water treatment and supply services,Int,From 20 to 49 persons employed,1.3686253273305053e-05,0.20467371416954666,3.0,20,49,555.2541830974267,675.8730632823232,13517.461265646463,33117.780100833836,0.15,72352.38059058935
25,Natural water; water treatment and supply services,Int,From 50 to 249 persons employed,1.0319176388388034e-05,0.20467371416954666,3.0,50,249,418.65116342312047,675.8730632823232,33793.65316411616,168292.39275729845,0.15,72352.38059058935
25,Natural water; water treatment and supply services,Int,250 persons employed or more,0.0,0.20467371416954666,3.0,250,1850,0.0,675.8730632823232,168968.26582058077,1250365.1670722978,0.15,72352.38059058935
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",C,From 0 to 9 persons employed,0.0002886631560493973,0.7953262858304534,3.0,0,9,11711.125148849975,575.3693552809323,575.3693552809323,5178.324197528391,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",C,From 10 to 19 persons employed,2.0500962089731376e-05,0.7953262858304534,3.0,10,19,831.7283576834028,575.3693552809323,5753.693552809324,10932.017750337714,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",C,From 20 to 49 persons employed,1.711949131458321e-05,0.7953262858304534,3.0,20,49,694.5413748453083,575.3693552809323,11507.387105618647,28193.098408765683,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",C,From 50 to 249 persons employed,1.2907773006015709e-05,0.7953262858304534,3.0,50,249,523.6710743941616,575.3693552809323,28768.467764046618,143266.96946495216,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",C,250 persons employed or more,0.0,0.7953262858304534,3.0,250,1850,0.0,575.3693552809323,143842.33882023307,1064433.3072697248,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",I,From 0 to 9 persons employed,3.017478229189642e-07,0.7953262858304534,3.0,0,9,12.241972844613013,575.3693552809323,575.3693552809323,5178.324197528391,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",I,From 10 to 19 persons employed,2.1430239878836722e-08,0.7953262858304534,3.0,10,19,0.8694293536650203,575.3693552809323,5753.693552809324,10932.017750337714,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",I,From 20 to 49 persons employed,1.7895492117364684e-08,0.7953262858304534,3.0,20,49,0.726023891150322,575.3693552809323,11507.387105618647,28193.098408765683,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",I,From 50 to 249 persons employed,1.3492862950029217e-08,0.7953262858304534,3.0,50,249,0.5474082968767677,575.3693552809323,28768.467764046618,143266.96946495216,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",I,250 persons employed or more,0.0,0.7953262858304534,3.0,250,1850,0.0,575.3693552809323,143842.33882023307,1064433.3072697248,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Int,From 0 to 9 persons employed,0.0013528450546290206,0.7953262858304534,3.0,0,9,54885.20931660589,575.3693552809323,575.3693552809323,5178.324197528391,0.15,61593.43349367777
26,"Sewerage services; sewage sludge; waste collection, treatment and disposal services; materials recovery services; remediation services and other waste management services",Int,From 10 to 19 persons employed,9.60795466861869e-05,0.7953262858304534,3.0,10,19,3897.9674818429535,575.3693552809323,5753.693552809324,10932.017750337714,0.15,61593.43349367777
